sample_id,item_id,cloud_pct,num_water_pixels,days_before_sample,visual_href
bbec2ccc8ba8932da259ce6436efaf1c,S2A_MSIL2A_20190625T160521_R054_T17RNK_20201006T061046,0.0,161202.0,17,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/17/R/NK/2019/06/25/S2A_MSIL2A_20190625T160521_N0212_R054_T17RNK_20201006T061046.SAFE/GRANULE/L2A_T17RNK_A020929_20190625T160516/IMG_DATA/R10m/T17RNK_20190625T160521_TCI_10m.tif
bf7eb7412bb3564e5a752655b4d97296,S2B_MSIL2A_20190703T155829_R097_T17RMM_20201005T085417,0.0,162409.0,12,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/17/R/MM/2019/07/03/S2B_MSIL2A_20190703T155829_N0212_R097_T17RMM_20201005T085417.SAFE/GRANULE/L2A_T17RMM_A012135_20190703T160727/IMG_DATA/R10m/T17RMM_20190703T155829_TCI_10m.tif
bfccd3f5795baa53be36937aff452f2c,S2A_MSIL2A_20190625T160521_R054_T17RNK_20201006T061046,0.0,161202.0,8,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/17/R/NK/2019/06/25/S2A_MSIL2A_20190625T160521_N0212_R054_T17RNK_20201006T061046.SAFE/GRANULE/L2A_T17RNK_A020929_20190625T160516/IMG_DATA/R10m/T17RNK_20190625T160521_TCI_10m.tif
c00b191a38c6b4f8872f6843ceee4b32,S2B_MSIL2A_20190703T155829_R097_T17RML_20201005T085415,0.00941084207430644,145052.0,4,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/17/R/ML/2019/07/03/S2B_MSIL2A_20190703T155829_N0212_R097_T17RML_20201005T085415.SAFE/GRANULE/L2A_T17RML_A012135_20190703T160727/IMG_DATA/R10m/T17RML_20190703T155829_TCI_10m.tif
c35cee76f8ba9f4a13027b98396f8ccb,S2B_MSIL2A_20190623T155829_R097_T17RML_20201006T053546,0.008440385138981708,135254.0,14,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/17/R/ML/2019/06/23/S2B_MSIL2A_20190623T155829_N0212_R097_T17RML_20201006T053546.SAFE/GRANULE/L2A_T17RML_A011992_20190623T161512/IMG_DATA/R10m/T17RML_20190623T155829_TCI_10m.tif
c399826768384e70e76c25764bd58efc,S2B_MSIL2A_20190623T155829_R097_T17RMM_20201006T053622,0.009459856876776787,49623.0,10,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/17/R/MM/2019/06/23/S2B_MSIL2A_20190623T155829_N0212_R097_T17RMM_20201006T053622.SAFE/GRANULE/L2A_T17RMM_A011992_20190623T161512/IMG_DATA/R10m/T17RMM_20190623T155829_TCI_10m.tif
c3eaf64f8c619ad53aa50dd1cd5fd038,S2A_MSIL2A_20190625T160521_R054_T17RNK_20201006T061046,0.0,161202.0,8,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/17/R/NK/2019/06/25/S2A_MSIL2A_20190625T160521_N0212_R054_T17RNK_20201006T061046.SAFE/GRANULE/L2A_T17RNK_A020929_20190625T160516/IMG_DATA/R10m/T17RNK_20190625T160521_TCI_10m.tif
c472815ecf3e478da432eac98683cc76,S2B_MSIL2A_20190623T155829_R097_T17RMM_20201006T053622,0.00965712334780276,74351.0,19,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/17/R/MM/2019/06/23/S2B_MSIL2A_20190623T155829_N0212_R097_T17RMM_20201006T053622.SAFE/GRANULE/L2A_T17RMM_A011992_20190623T161512/IMG_DATA/R10m/T17RMM_20190623T155829_TCI_10m.tif
c4ba579b1b1125f831946ee8aa086dca,S2B_MSIL2A_20190623T155829_R097_T17RLM_20201006T053504,0.023611347035841685,31848.0,22,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/17/R/LM/2019/06/23/S2B_MSIL2A_20190623T155829_N0212_R097_T17RLM_20201006T053504.SAFE/GRANULE/L2A_T17RLM_A011992_20190623T161512/IMG_DATA/R10m/T17RLM_20190623T155829_TCI_10m.tif
c5af9bc6aedb981f242d015d59443438,S2B_MSIL2A_20190623T155829_R097_T17RMM_20201006T053622,0.01021958631506715,40360.0,10,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/17/R/MM/2019/06/23/S2B_MSIL2A_20190623T155829_N0212_R097_T17RMM_20201006T053622.SAFE/GRANULE/L2A_T17RMM_A011992_20190623T161512/IMG_DATA/R10m/T17RMM_20190623T155829_TCI_10m.tif
